p	c	rel	tg_p	tg_c	tg_diff	step
38255	144268	-1	4101	0	4101	step 4	
38255	144022	-1	4101	0	4101	step 4	
38255	142837	-1	4101	0	4101	step 4	
38255	143305	-1	4101	0	4101	step 4	
38255	144675	-1	4101	0	4101	step 4	
38255	146445	-1	4101	0	4101	step 4	
38255	145160	-1	4101	0	4101	step 4	
38255	145858	-1	4101	0	4101	step 4	
38255	144266	-1	4101	0	4101	step 4	
38255	144456	-1	4101	0	4101	step 4	
38255	142743	-1	4101	0	4101	step 4	
38255	144676	-1	4101	0	4101	step 4	
38255	145498	-1	4101	0	4101	step 4	
38255	145554	-1	4101	0	4101	step 4	
38255	144458	-1	4101	0	4101	step 4	
38255	144045	-1	4101	0	4101	step 4	
38255	142861	-1	4101	0	4101	step 4	
38255	145240	-1	4101	0	4101	step 4	
38255	143297	-1	4101	0	4101	step 4	
38255	145226	-1	4101	0	4101	step 4	
38255	144630	-1	4101	0	4101	step 4	
38255	144580	-1	4101	0	4101	step 4	
38255	146048	-1	4101	0	4101	step 4	
38255	144577	-1	4101	0	4101	step 4	
38255	144559	-1	4101	0	4101	step 4	
38255	144244	-1	4101	0	4101	step 4	
38255	146223	-1	4101	0	4101	step 4	
38255	144470	-1	4101	0	4101	step 4	
38255	145781	-1	4101	0	4101	step 4	
38255	146472	-1	4101	0	4101	step 4	
38255	143044	-1	4101	0	4101	step 4	
38255	144664	-1	4101	0	4101	step 4	
38255	143319	-1	4101	0	4101	step 4	
38255	143696	-1	4101	0	4101	step 4	
38255	143708	-1	4101	0	4101	step 4	
38255	9425	-1	4101	0	4101	step 4	
38255	143290	-1	4101	0	4101	step 4	
38255	145681	-1	4101	0	4101	step 4	
38255	143140	-1	4101	0	4101	step 4	
38255	142748	-1	4101	0	4101	step 4	
38255	143538	-1	4101	0	4101	step 4	
38255	144974	-1	4101	0	4101	step 4	
38255	145147	-1	4101	0	4101	step 4	
38255	146616	-1	4101	0	4101	step 4	
38255	144961	-1	4101	0	4101	step 4	
38255	146417	-1	4101	0	4101	step 4	
38255	145506	-1	4101	0	4101	step 4	
38255	146034	-1	4101	0	4101	step 4	
38255	145307	-1	4101	0	4101	step 4	
38255	145115	-1	4101	0	4101	step 4	
38255	144320	-1	4101	0	4101	step 4	
38255	145853	-1	4101	0	4101	step 4	
38255	142884	-1	4101	0	4101	step 4	
38255	143487	-1	4101	0	4101	step 4	
38255	144817	-1	4101	0	4101	step 4	
38255	143110	-1	4101	0	4101	step 4	
38255	144891	-1	4101	0	4101	step 4	
38255	144076	-1	4101	0	4101	step 4	
38255	146061	-1	4101	0	4101	step 4	
38255	145145	-1	4101	0	4101	step 4	
38255	145757	-1	4101	0	4101	step 4	
38255	142721	-1	4101	0	4101	step 4	
38255	144581	-1	4101	0	4101	step 4	
38255	146221	-1	4101	0	4101	step 4	
38255	143593	-1	4101	0	4101	step 4	
38255	146494	-1	4101	0	4101	step 4	
38255	144904	-1	4101	0	4101	step 4	
38255	144167	-1	4101	0	4101	step 4	
38255	145415	-1	4101	0	4101	step 4	
38255	144604	-1	4101	0	4101	step 4	
38255	143875	-1	4101	0	4101	step 4	
38255	142788	-1	4101	0	4101	step 4	
38255	143371	-1	4101	0	4101	step 4	
38255	143511	-1	4101	0	4101	step 4	
38255	143782	-1	4101	0	4101	step 4	
38255	146489	-1	4101	0	4101	step 4	
38255	142891	-1	4101	0	4101	step 4	
38255	146228	-1	4101	0	4101	step 4	
38255	143513	-1	4101	0	4101	step 4	
38255	143628	-1	4101	0	4101	step 4	
38255	146219	-1	4101	0	4101	step 4	
38255	143420	-1	4101	0	4101	step 4	
38255	146373	-1	4101	0	4101	step 4	
38255	144890	-1	4101	0	4101	step 4	
38255	142671	-1	4101	0	4101	step 4	
38255	142659	-1	4101	2	4099	step 4	
38255	143540	-1	4101	0	4101	step 4	
38255	144091	-1	4101	0	4101	step 4	
38255	145572	-1	4101	0	4101	step 4	
38255	146268	-1	4101	0	4101	step 4	
38255	143887	-1	4101	0	4101	step 4	
38255	145448	-1	4101	0	4101	step 4	
38255	145486	-1	4101	0	4101	step 4	
38255	146505	-1	4101	0	4101	step 4	
38255	146200	-1	4101	0	4101	step 4	
38255	144034	-1	4101	0	4101	step 4	
38255	146547	-1	4101	0	4101	step 4	
38255	144179	-1	4101	0	4101	step 4	
38255	145422	-1	4101	0	4101	step 4	
38255	143283	-1	4101	0	4101	step 4	
38255	145345	-1	4101	0	4101	step 4	
38255	145168	-1	4101	0	4101	step 4	
38255	144059	-1	4101	0	4101	step 4	
38255	142964	-1	4101	0	4101	step 4	
38255	144193	-1	4101	0	4101	step 4	
38255	142957	-1	4101	0	4101	step 4	
38255	144129	-1	4101	0	4101	step 4	
38255	145695	-1	4101	0	4101	step 4	
38255	142768	-1	4101	0	4101	step 4	
38255	145608	-1	4101	0	4101	step 4	
38255	143733	-1	4101	0	4101	step 4	
38255	145350	-1	4101	0	4101	step 4	
38255	144839	-1	4101	0	4101	step 4	
38255	143479	-1	4101	0	4101	step 4	
38255	144733	-1	4101	0	4101	step 4	
38255	143552	-1	4101	0	4101	step 4	
38255	146453	-1	4101	0	4101	step 4	
38255	143687	-1	4101	0	4101	step 4	
38255	145162	-1	4101	0	4101	step 4	
38255	144854	-1	4101	0	4101	step 4	
38255	146013	-1	4101	0	4101	step 4	
38255	145826	-1	4101	0	4101	step 4	
38255	143020	-1	4101	0	4101	step 4	
38255	144568	-1	4101	0	4101	step 4	
38255	144228	-1	4101	0	4101	step 4	
38255	144150	-1	4101	0	4101	step 4	
38255	144252	-1	4101	0	4101	step 4	
38255	143767	-1	4101	0	4101	step 4	
38255	145224	-1	4101	0	4101	step 4	
38255	144858	-1	4101	0	4101	step 4	
38255	142806	-1	4101	0	4101	step 4	
38255	142925	-1	4101	0	4101	step 4	
38255	146293	-1	4101	0	4101	step 4	
38255	142661	-1	4101	2	4099	step 4	
38255	142694	-1	4101	0	4101	step 4	
38255	144243	-1	4101	0	4101	step 4	
38255	145560	-1	4101	0	4101	step 4	
38255	146735	-1	4101	0	4101	step 4	
38255	144896	-1	4101	0	4101	step 4	
38255	145314	-1	4101	0	4101	step 4	
38255	143793	-1	4101	0	4101	step 4	
38255	143597	-1	4101	0	4101	step 4	
38255	145096	-1	4101	0	4101	step 4	
38255	145566	-1	4101	0	4101	step 4	
38255	144292	-1	4101	0	4101	step 4	
38255	143495	-1	4101	0	4101	step 4	
38255	144968	-1	4101	0	4101	step 4	
38255	145924	-1	4101	0	4101	step 4	
38255	144063	-1	4101	0	4101	step 4	
38255	143185	-1	4101	0	4101	step 4	
38255	142984	-1	4101	0	4101	step 4	
38255	144802	-1	4101	0	4101	step 4	
38255	145546	-1	4101	0	4101	step 4	
38255	146576	-1	4101	0	4101	step 4	
38255	145545	-1	4101	0	4101	step 4	
38255	142705	-1	4101	0	4101	step 4	
38255	145728	-1	4101	0	4101	step 4	
38255	144391	-1	4101	0	4101	step 4	
38255	143541	-1	4101	0	4101	step 4	
38255	145721	-1	4101	0	4101	step 4	
38255	144413	-1	4101	0	4101	step 4	
38255	146035	-1	4101	0	4101	step 4	
38255	146710	-1	4101	0	4101	step 4	
38255	145312	-1	4101	0	4101	step 4	
38255	142872	-1	4101	0	4101	step 4	
38255	145753	-1	4101	0	4101	step 4	
38255	144123	-1	4101	0	4101	step 4	
38255	146076	-1	4101	0	4101	step 4	
38255	143440	-1	4101	0	4101	step 4	
38255	143667	-1	4101	0	4101	step 4	
38255	145456	-1	4101	0	4101	step 4	
38255	146533	-1	4101	0	4101	step 4	
38255	144445	-1	4101	0	4101	step 4	
38255	143654	-1	4101	0	4101	step 4	
38255	146719	-1	4101	0	4101	step 4	
38255	142774	-1	4101	0	4101	step 4	
38255	143706	-1	4101	0	4101	step 4	
38255	143514	-1	4101	0	4101	step 4	
38255	144875	-1	4101	0	4101	step 4	
38255	146302	-1	4101	0	4101	step 4	
38255	145047	-1	4101	0	4101	step 4	
38255	146538	-1	4101	0	4101	step 4	
38255	145247	-1	4101	0	4101	step 4	
38255	144378	-1	4101	0	4101	step 4	
38255	144147	-1	4101	0	4101	step 4	
38255	146090	-1	4101	0	4101	step 4	
38255	143650	-1	4101	0	4101	step 4	
38255	143158	-1	4101	0	4101	step 4	
38255	145915	-1	4101	0	4101	step 4	
38255	144499	-1	4101	0	4101	step 4	
38255	144561	-1	4101	0	4101	step 4	
38255	143368	-1	4101	0	4101	step 4	
38255	145823	-1	4101	0	4101	step 4	
38255	144144	-1	4101	0	4101	step 4	
38255	142892	-1	4101	0	4101	step 4	
38255	144945	-1	4101	0	4101	step 4	
38255	143727	-1	4101	0	4101	step 4	
38255	146419	-1	4101	0	4101	step 4	
38255	146319	-1	4101	0	4101	step 4	
38255	145792	-1	4101	0	4101	step 4	
38255	144109	-1	4101	0	4101	step 4	
38255	143800	-1	4101	0	4101	step 4	
38255	145664	-1	4101	0	4101	step 4	
38255	142983	-1	4101	0	4101	step 4	
38255	143915	-1	4101	0	4101	step 4	
38255	146132	-1	4101	0	4101	step 4	
38255	145376	-1	4101	0	4101	step 4	
38255	143833	-1	4101	0	4101	step 4	
38255	144643	-1	4101	0	4101	step 4	
38255	146492	-1	4101	0	4101	step 4	
38255	142672	-1	4101	0	4101	step 4	
38255	143021	-1	4101	0	4101	step 4	
38255	143613	-1	4101	0	4101	step 4	
38255	143905	-1	4101	0	4101	step 4	
38255	143580	-1	4101	0	4101	step 4	
38255	145320	-1	4101	0	4101	step 4	
38255	146525	-1	4101	0	4101	step 4	
38255	143372	-1	4101	0	4101	step 4	
38255	144834	-1	4101	0	4101	step 4	
38255	145167	-1	4101	0	4101	step 4	
38255	145739	-1	4101	0	4101	step 4	
38255	143029	-1	4101	0	4101	step 4	
38255	143265	-1	4101	0	4101	step 4	
38255	145055	-1	4101	0	4101	step 4	
38255	146691	-1	4101	0	4101	step 4	
38255	146316	-1	4101	0	4101	step 4	
41689	43754	-1	2	88	-86	step 4	
43754	34871	-1	88	0	88	step 4	
43754	16286	-1	88	0	88	step 4	
43754	212544	-1	88	0	88	step 4	
43754	43212	-1	88	0	88	step 4	
43754	58331	-1	88	0	88	step 4	
43754	49100	-1	88	42	46	step 4	
43754	47376	-1	88	0	88	step 4	
43754	206854	-1	88	0	88	step 4	
43754	209638	-1	88	0	88	step 4	
43754	212328	-1	88	0	88	step 4	
43754	214171	-1	88	0	88	step 4	
43754	204544	-1	88	2	86	step 4	
43754	48903	-1	88	0	88	step 4	
43754	50558	-1	88	0	88	step 4	
43754	208161	-1	88	0	88	step 4	
43754	201634	-1	88	0	88	step 4	
43754	61173	-1	88	0	88	step 4	
43754	62173	-1	88	0	88	step 4	
43754	64422	-1	88	0	88	step 4	
43754	50810	-1	88	15	73	step 4	
43754	212216	-1	88	0	88	step 4	
43754	48715	-1	88	4	84	step 4	
43754	60148	-1	88	4	84	step 4	
43754	43415	-1	88	0	88	step 4	
43754	197937	-1	88	0	88	step 4	
43754	204955	-1	88	0	88	step 4	
43754	216125	-1	88	0	88	step 4	
43754	51074	-1	88	27	61	step 4	
43754	58262	-1	88	0	88	step 4	
43754	44285	-1	88	7	81	step 4	
43754	201295	-1	88	0	88	step 4	
43754	208675	-1	88	0	88	step 4	
43754	61209	-1	88	0	88	step 4	
43754	47216	-1	88	0	88	step 4	
43754	44400	-1	88	17	71	step 4	
43754	212248	-1	88	0	88	step 4	
43754	204105	-1	88	0	88	step 4	
43754	41152	-1	88	0	88	step 4	
43754	47285	-1	88	0	88	step 4	
43754	203000	-1	88	0	88	step 4	
43754	57457	-1	88	0	88	step 4	
43754	211903	-1	88	0	88	step 4	
43754	34636	-1	88	14	74	step 4	
43754	211421	-1	88	4	84	step 4	
43754	201999	-1	88	0	88	step 4	
43754	60423	-1	88	2	86	step 4	
43754	56548	-1	88	0	88	step 4	
43754	60077	-1	88	0	88	step 4	
43754	203162	-1	88	0	88	step 4	
43754	51433	-1	88	0	88	step 4	
43754	44932	-1	88	0	88	step 4	
43754	50057	-1	88	2	86	step 4	
43754	60256	-1	88	0	88	step 4	
43754	209836	-1	88	0	88	step 4	
43754	206065	-1	88	4	84	step 4	
43754	215708	-1	88	0	88	step 4	
43754	59441	-1	88	7	81	step 4	
43754	212076	-1	88	0	88	step 4	
43754	57687	-1	88	0	88	step 4	
43754	35043	-1	88	0	88	step 4	
43754	211325	-1	88	0	88	step 4	
43754	215679	-1	88	0	88	step 4	
43754	44375	-1	88	3	85	step 4	
43754	213222	-1	88	0	88	step 4	
43754	210392	-1	88	2	86	step 4	
43754	204213	-1	88	0	88	step 4	
43754	210820	-1	88	0	88	step 4	
43754	34412	-1	88	0	88	step 4	
43754	200296	-1	88	0	88	step 4	
43754	214263	-1	88	0	88	step 4	
43754	211583	-1	88	0	88	step 4	
43754	212296	-1	88	0	88	step 4	
43754	60631	-1	88	0	88	step 4	
43754	204104	-1	88	0	88	step 4	
43754	34947	-1	88	0	88	step 4	
43754	42468	-1	88	0	88	step 4	
43754	41881	-1	88	14	74	step 4	
43754	203616	-1	88	0	88	step 4	
43754	200324	-1	88	0	88	step 4	
43754	31476	-1	88	0	88	step 4	
43754	200406	-1	88	0	88	step 4	
43754	48289	-1	88	0	88	step 4	
43754	132376	-1	88	0	88	step 4	
43754	201691	-1	88	3	85	step 4	
43754	57230	-1	88	0	88	step 4	
43754	200312	-1	88	0	88	step 4	
12880	42337	-1	20	139	-119	step 4	
42337	59635	-1	139	0	139	step 4	
42337	62318	-1	139	0	139	step 4	
42337	208560	-1	139	0	139	step 4	
42337	42043	-1	139	0	139	step 4	
42337	50692	-1	139	0	139	step 4	
42337	51618	-1	139	0	139	step 4	
42337	205176	-1	139	0	139	step 4	
42337	49796	-1	139	0	139	step 4	
42337	43510	-1	139	0	139	step 4	
42337	43395	-1	139	7	132	step 4	
42337	21419	-1	139	0	139	step 4	
42337	49100	-1	139	42	97	step 4	
42337	208651	-1	139	0	139	step 4	
42337	52155	-1	139	0	139	step 4	
42337	5618	-1	139	0	139	step 4	
42337	212355	-1	139	0	139	step 4	
42337	205521	-1	139	0	139	step 4	
42337	51759	-1	139	0	139	step 4	
42337	198154	-1	139	0	139	step 4	
42337	202391	-1	139	0	139	step 4	
42337	212978	-1	139	0	139	step 4	
42337	205643	-1	139	0	139	step 4	
42337	58333	-1	139	0	139	step 4	
42337	214361	-1	139	0	139	step 4	
42337	51280	-1	139	0	139	step 4	
42337	201442	-1	139	0	139	step 4	
42337	49148	-1	139	0	139	step 4	
42337	57497	-1	139	3	136	step 4	
42337	204393	-1	139	0	139	step 4	
42337	62173	-1	139	0	139	step 4	
42337	62048	-1	139	2	137	step 4	
42337	9147	-1	139	2	137	step 4	
42337	48147	-1	139	10	129	step 4	
42337	48762	-1	139	0	139	step 4	
42337	43415	-1	139	0	139	step 4	
42337	204650	-1	139	5	134	step 4	
42337	207680	-1	139	0	139	step 4	
42337	44531	-1	139	0	139	step 4	
42337	59961	-1	139	0	139	step 4	
42337	198357	-1	139	2	137	step 4	
42337	199633	-1	139	0	139	step 4	
42337	59838	-1	139	0	139	step 4	
42337	61209	-1	139	0	139	step 4	
42337	16018	-1	139	0	139	step 4	
42337	44400	-1	139	17	122	step 4	
42337	212907	-1	139	0	139	step 4	
42337	214419	-1	139	0	139	step 4	
42337	39571	-1	139	0	139	step 4	
42337	60516	-1	139	0	139	step 4	
42337	205883	-1	139	0	139	step 4	
42337	212161	-1	139	0	139	step 4	
42337	206217	-1	139	0	139	step 4	
42337	62157	-1	139	0	139	step 4	
42337	59506	-1	139	0	139	step 4	
42337	51241	-1	139	0	139	step 4	
42337	200252	-1	139	0	139	step 4	
42337	62265	-1	139	0	139	step 4	
42337	48944	-1	139	5	134	step 4	
42337	59794	-1	139	0	139	step 4	
42337	61176	-1	139	0	139	step 4	
42337	59962	-1	139	0	139	step 4	
42337	16320	-1	139	0	139	step 4	
42337	200554	-1	139	2	137	step 4	
42337	61055	-1	139	0	139	step 4	
42337	29077	-1	139	0	139	step 4	
42337	29577	-1	139	0	139	step 4	
42337	211904	-1	139	2	137	step 4	
42337	34636	-1	139	14	125	step 4	
42337	48431	-1	139	0	139	step 4	
42337	60423	-1	139	2	137	step 4	
42337	42990	-1	139	0	139	step 4	
42337	44208	-1	139	0	139	step 4	
42337	60627	-1	139	3	136	step 4	
42337	204834	-1	139	4	135	step 4	
42337	8868	-1	139	0	139	step 4	
42337	58030	-1	139	0	139	step 4	
42337	204865	-1	139	0	139	step 4	
42337	61250	-1	139	0	139	step 4	
42337	58192	-1	139	0	139	step 4	
42337	60811	-1	139	0	139	step 4	
42337	48551	-1	139	2	137	step 4	
42337	58169	-1	139	0	139	step 4	
42337	35690	-1	139	0	139	step 4	
42337	25184	-1	139	39	100	step 4	
42337	51785	-1	139	0	139	step 4	
42337	49433	-1	139	0	139	step 4	
42337	209079	-1	139	0	139	step 4	
42337	209836	-1	139	0	139	step 4	
42337	39650	-1	139	2	137	step 4	
42337	206065	-1	139	4	135	step 4	
42337	59797	-1	139	0	139	step 4	
42337	205837	-1	139	0	139	step 4	
42337	44045	-1	139	0	139	step 4	
42337	214922	-1	139	0	139	step 4	
42337	59441	-1	139	7	132	step 4	
42337	24631	-1	139	35	104	step 4	
42337	35043	-1	139	0	139	step 4	
42337	59573	-1	139	2	137	step 4	
42337	61248	-1	139	0	139	step 4	
42337	51889	-1	139	6	133	step 4	
42337	204203	-1	139	6	133	step 4	
42337	35615	-1	139	0	139	step 4	
42337	204213	-1	139	0	139	step 4	
42337	61362	-1	139	0	139	step 4	
42337	59501	-1	139	0	139	step 4	
42337	52070	-1	139	0	139	step 4	
42337	208555	-1	139	4	135	step 4	
42337	204812	-1	139	0	139	step 4	
42337	51235	-1	139	0	139	step 4	
42337	16292	-1	139	0	139	step 4	
42337	59884	-1	139	0	139	step 4	
42337	203616	-1	139	0	139	step 4	
42337	59912	-1	139	0	139	step 4	
42337	60138	-1	139	0	139	step 4	
42337	62284	-1	139	0	139	step 4	
42337	49103	-1	139	0	139	step 4	
42337	204813	-1	139	0	139	step 4	
42337	49847	-1	139	0	139	step 4	
42337	59754	-1	139	0	139	step 4	
42337	204904	-1	139	0	139	step 4	
42337	204781	-1	139	0	139	step 4	
42337	205207	-1	139	0	139	step 4	
42337	206325	-1	139	0	139	step 4	
42337	51431	-1	139	7	132	step 4	
42337	50855	-1	139	0	139	step 4	
42337	214737	-1	139	0	139	step 4	
42337	31182	-1	139	0	139	step 4	
42337	12660	-1	139	0	139	step 4	
42337	203102	-1	139	0	139	step 4	
42337	205894	-1	139	0	139	step 4	
42337	200370	-1	139	5	134	step 4	
42337	211081	-1	139	0	139	step 4	
42337	62229	-1	139	0	139	step 4	
42337	64460	-1	139	0	139	step 4	
42337	29079	-1	139	0	139	step 4	
42337	51469	-1	139	2	137	step 4	
48159	58224	-1	11	89	-78	step 4	
58224	208703	-1	89	0	89	step 4	
58224	208072	-1	89	0	89	step 4	
58224	35088	-1	89	0	89	step 4	
58224	50692	-1	89	0	89	step 4	
58224	57241	-1	89	0	89	step 4	
58224	5542	-1	89	0	89	step 4	
58224	58331	-1	89	0	89	step 4	
58224	49796	-1	89	0	89	step 4	
58224	43510	-1	89	0	89	step 4	
58224	59553	-1	89	0	89	step 4	
58224	48121	-1	89	0	89	step 4	
58224	43395	-1	89	7	82	step 4	
58224	5627	-1	89	0	89	step 4	
58224	21419	-1	89	0	89	step 4	
58224	43487	-1	89	0	89	step 4	
58224	47376	-1	89	0	89	step 4	
58224	1756	-1	89	0	89	step 4	
58224	56375	-1	89	0	89	step 4	
58224	5618	-1	89	0	89	step 4	
58224	204686	-1	89	0	89	step 4	
58224	203684	-1	89	2	87	step 4	
58224	209596	-1	89	0	89	step 4	
58224	60638	-1	89	0	89	step 4	
58224	24707	-1	89	0	89	step 4	
58224	62137	-1	89	0	89	step 4	
58224	43965	-1	89	0	89	step 4	
58224	49148	-1	89	0	89	step 4	
58224	57577	-1	89	0	89	step 4	
58224	9147	-1	89	2	87	step 4	
58224	60887	-1	89	0	89	step 4	
58224	215633	-1	89	0	89	step 4	
58224	49556	-1	89	2	87	step 4	
58224	44410	-1	89	0	89	step 4	
58224	48147	-1	89	10	79	step 4	
58224	204650	-1	89	5	84	step 4	
58224	201295	-1	89	0	89	step 4	
58224	49680	-1	89	0	89	step 4	
58224	48898	-1	89	0	89	step 4	
58224	49207	-1	89	0	89	step 4	
58224	44400	-1	89	17	72	step 4	
58224	60407	-1	89	0	89	step 4	
58224	209462	-1	89	0	89	step 4	
58224	206596	-1	89	2	87	step 4	
58224	43528	-1	89	0	89	step 4	
58224	216205	-1	89	0	89	step 4	
58224	205588	-1	89	0	89	step 4	
58224	57457	-1	89	0	89	step 4	
58224	51241	-1	89	0	89	step 4	
58224	201259	-1	89	0	89	step 4	
58224	44243	-1	89	0	89	step 4	
58224	59962	-1	89	0	89	step 4	
58224	44208	-1	89	0	89	step 4	
58224	61129	-1	89	0	89	step 4	
58224	211419	-1	89	0	89	step 4	
58224	49872	-1	89	0	89	step 4	
58224	203798	-1	89	0	89	step 4	
58224	60811	-1	89	0	89	step 4	
58224	204001	-1	89	0	89	step 4	
58224	35690	-1	89	0	89	step 4	
58224	201689	-1	89	0	89	step 4	
58224	205833	-1	89	0	89	step 4	
58224	44045	-1	89	0	89	step 4	
58224	47558	-1	89	0	89	step 4	
58224	62334	-1	89	0	89	step 4	
58224	212476	-1	89	0	89	step 4	
58224	62198	-1	89	0	89	step 4	
58224	60014	-1	89	0	89	step 4	
58224	34865	-1	89	2	87	step 4	
58224	50733	-1	89	0	89	step 4	
58224	203951	-1	89	0	89	step 4	
58224	210609	-1	89	0	89	step 4	
58224	42915	-1	89	0	89	step 4	
58224	59912	-1	89	0	89	step 4	
58224	49103	-1	89	0	89	step 4	
58224	57563	-1	89	0	89	step 4	
58224	59754	-1	89	0	89	step 4	
58224	203026	-1	89	0	89	step 4	
58224	57574	-1	89	0	89	step 4	
58224	60340	-1	89	0	89	step 4	
58224	209279	-1	89	0	89	step 4	
58224	203102	-1	89	0	89	step 4	
58224	61246	-1	89	0	89	step 4	
58224	41061	-1	89	0	89	step 4	
58224	211670	-1	89	0	89	step 4	
58224	51411	-1	89	0	89	step 4	
58224	29079	-1	89	0	89	step 4	
38082	7470	-1	96	103	-7	step 4	
7470	23884	-1	103	10	93	step 4	
7470	36040	-1	103	0	103	step 4	
7470	136581	-1	103	0	103	step 4	
7470	9287	-1	103	4	99	step 4	
7470	17425	-1	103	5	98	step 4	
7470	54994	-1	103	23	80	step 4	
7470	138344	-1	103	0	103	step 4	
7470	24429	-1	103	23	80	step 4	
7470	4762	-1	103	0	103	step 4	
7470	24040	-1	103	0	103	step 4	
7470	137876	-1	103	0	103	step 4	
7470	9464	-1	103	0	103	step 4	
7470	15133	-1	103	43	60	step 4	
7470	17479	-1	103	0	103	step 4	
7470	132063	-1	103	0	103	step 4	
7470	132618	-1	103	2	101	step 4	
7470	55916	-1	103	0	103	step 4	
6893	2613	-1	17	32	-15	step 4	
721	27065	-1	8	21	-13	step 4	
27065	367	-1	21	14	7	step 4	
27065	5927	-1	21	0	21	step 4	
27065	1733	-1	21	14	7	step 4	
27065	2633	-1	21	0	21	step 4	
27065	27153	-1	21	5	16	step 4	
27065	1553	-1	21	0	21	step 4	
27065	27139	-1	21	3	18	step 4	
27065	463	-1	21	0	21	step 4	
27065	637	-1	21	0	21	step 4	
27065	149	-1	21	0	21	step 4	
27065	656	-1	21	0	21	step 4	
27065	6025	-1	21	0	21	step 4	
27065	5231	-1	21	0	21	step 4	
27065	5839	-1	21	0	21	step 4	
27065	5180	-1	21	0	21	step 4	
27065	467	-1	21	0	21	step 4	
27065	27046	-1	21	0	21	step 4	
27065	6035	-1	21	0	21	step 4	
27065	5972	-1	21	0	21	step 4	
56655	34927	-1	313	2446	-2133	step 4	
39533	49666	-1	7	134	-127	step 4	
721	27066	-1	8	34	-26	step 4	
27066	399	-1	34	0	34	step 4	
27066	1649	-1	34	0	34	step 4	
27066	5927	-1	34	0	34	step 4	
27066	5982	-1	34	0	34	step 4	
27066	3954	-1	34	0	34	step 4	
27066	3916	-1	34	0	34	step 4	
27066	27153	-1	34	5	29	step 4	
27066	747	-1	34	0	34	step 4	
27066	409	-1	34	0	34	step 4	
27066	398	-1	34	0	34	step 4	
27066	406	-1	34	0	34	step 4	
27066	427	-1	34	0	34	step 4	
27066	5860	-1	34	0	34	step 4	
27066	337	-1	34	0	34	step 4	
27066	405	-1	34	0	34	step 4	
27066	1600	-1	34	0	34	step 4	
27066	27137	-1	34	2	32	step 4	
27066	637	-1	34	0	34	step 4	
27066	665	-1	34	0	34	step 4	
27066	147	-1	34	0	34	step 4	
27066	647	-1	34	0	34	step 4	
27066	5958	-1	34	0	34	step 4	
27066	6025	-1	34	0	34	step 4	
27066	1637	-1	34	0	34	step 4	
27066	27046	-1	34	0	34	step 4	
27066	619	-1	34	0	34	step 4	
27066	170	-1	34	0	34	step 4	
27066	616	-1	34	0	34	step 4	
27066	1908	-1	34	0	34	step 4	
27066	1516	-1	34	0	34	step 4	
27066	5972	-1	34	0	34	step 4	
27066	27149	-1	34	0	34	step 4	
60011	34927	-1	32	2446	-2414	step 4	
34927	207465	-1	2446	4	2442	step 4	
34927	6556	-1	2446	0	2446	step 4	
34927	398447	-1	2446	3	2443	step 4	
7843	10796	-1	70	196	-126	step 4	
10796	13776	-1	196	4	192	step 4	
10796	14230	-1	196	37	159	step 4	
10796	18993	-1	196	0	196	step 4	
10796	40373	-1	196	0	196	step 4	
10796	33629	-1	196	0	196	step 4	
10796	19273	-1	196	2	194	step 4	
10796	396358	-1	196	0	196	step 4	
10796	397738	-1	196	0	196	step 4	
10796	17054	-1	196	50	146	step 4	
10796	36390	-1	196	0	196	step 4	
10796	33365	-1	196	0	196	step 4	
10796	19558	-1	196	0	196	step 4	
10796	397673	-1	196	0	196	step 4	
10796	40264	-1	196	123	73	step 4	
10796	54676	-1	196	4	192	step 4	
10796	400321	-1	196	0	196	step 4	
10796	36333	-1	196	0	196	step 4	
10796	62533	-1	196	0	196	step 4	
10796	16617	-1	196	0	196	step 4	
10796	63371	-1	196	0	196	step 4	
10796	26060	-1	196	0	196	step 4	
10796	22728	-1	196	0	196	step 4	
10796	30046	-1	196	0	196	step 4	
10796	22800	-1	196	0	196	step 4	
10796	16410	-1	196	0	196	step 4	
10796	19510	-1	196	0	196	step 4	
10796	18433	-1	196	0	196	step 4	
10796	3745	-1	196	0	196	step 4	
10796	55156	-1	196	0	196	step 4	
10796	394800	-1	196	0	196	step 4	
10796	395176	-1	196	5	191	step 4	
10796	31801	-1	196	0	196	step 4	
10796	399807	-1	196	0	196	step 4	
10796	18445	-1	196	0	196	step 4	
10796	17199	-1	196	0	196	step 4	
10796	26133	-1	196	0	196	step 4	
10796	32369	-1	196	0	196	step 4	
10796	13697	-1	196	0	196	step 4	
10796	393762	-1	196	0	196	step 4	
10796	396381	-1	196	0	196	step 4	
10796	16650	-1	196	0	196	step 4	
10796	40122	-1	196	0	196	step 4	
10796	15081	-1	196	0	196	step 4	
10796	63027	-1	196	0	196	step 4	
10796	14945	-1	196	0	196	step 4	
10796	25758	-1	196	0	196	step 4	
10796	11120	-1	196	0	196	step 4	
